Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress,education_category,party_simplified,gender_simplified,education_ordered
,Jefferson,B.,,Jeff,06/27/1959,,2,U.S. Representative,Republican,FL,1,10/16/2001,01/03/2017,Methodist,White,Bachelor's degree,,,,,,Did not serve,,,114,,,,,,Miller,,,,,Unknown,Republican,Male,Unknown
,John,,,,05/08/1961,,2,U.S. Representative,Republican,MI,4,01/20/2015,01/03/2025,Christian,White,Master's degree,Education,Misc.,,,,Did not serve,,,114,,,,,,Moolenaar,,,,,Unknown,Republican,Female,Unknown
,Alex,X.,,,06/07/1971,,2,U.S. Representative,Republican,WV,2,01/20/2015,01/03/2025,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,,114,,,,,,Mooney,,,,,Unknown,Republican,Male,Unknown
,Gwendolynne,,,Gwen,04/18/1951,,1,U.S. Representative,Democrat,WI,4,01/20/2005,01/03/2025,Baptist,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,,114,,,,,,Moore,,,,,Unknown,Democrat,Female,Unknown
,Jerry,,,,05/29/1954,,2,U.S. Senator,Republican,KS,,01/20/2011,01/03/2023,Methodist,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,114,,,,,,Moran,,,,,Unknown,Republican,Male,Unknown
,Jerry,,,,05/29/1954,,2,U.S. Senator,Republican,KS,,01/20/2011,01/03/2029,Methodist,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,114,,,,,,Moran,,,,,Unknown,Republican,Male,Unknown
,Seth,W.,,,10/24/1978,,2,U.S. Representative,Democrat,MA,6,01/20/2015,01/03/2025,Christian,White,Master's degree,Business or banking,,,,,Marine Corps,,,114,,,,,,Moulton,,,,,Unknown,Democrat,Female,Unknown
,Markwayne,,,,06/26/1977,,2,U.S. Representative,Republican,OK,2,01/20/2013,01/03/2023,Pentecostal,Native American,Associate degree,Business or banking,,,,,Did not serve,,,114,,,,,,Mullin,,,,,Unknown,Republican,Male,Unknown
,Markwayne,,,,06/26/1977,,2,U.S. Representative,Republican,OK,2,01/20/2013,01/03/2029,Pentecostal,Native American,Associate degree,Business or banking,,,,,Did not serve,,,114,,,,,,Mullin,,,,,Unknown,Republican,Female,Unknown
,Mick,,,,07/21/1967,,2,U.S. Representative,Republican,SC,5,01/03/2011,02/16/2017,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Mulvaney,,,,,Unknown,Republican,Male,Unknown
,Lisa,,,,05/22/1957,,1,U.S. Senator,Republican,AK,,12/20/2002,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Murkowski,,,,,Unknown,Republican,Male,Unknown
,Lisa,,,,05/22/1957,,1,U.S. Senator,Republican,AK,,12/20/2002,01/03/2029,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Murkowski,,,,,Unknown,Republican,Female,Unknown
,Christopher,S.,,,08/03/1973,,2,U.S. Senator,Democrat,CT,,01/20/2013,01/03/2025,Protestant,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Murphy,,,,,Unknown,Democrat,Male,Unknown
,Patrick,E.,,,03/30/1983,,2,U.S. Representative,Democrat,FL,18,01/03/2013,01/03/2017,Roman Catholic,White,Bachelor's degree,Construction/building trades,,,,,Did not serve,,,114,,,,,,Murphy,,,,,Unknown,Democrat,Male,Unknown
,Timothy,,,Tim,09/12/1952,,2,U.S. Representative,Republican,PA,18,01/03/2003,10/21/2017,Roman Catholic,White,Doctorate degree,Medicine,,,,,Did not serve,,,114,,,,,,Murphy,,,,,Unknown,Republican,Male,Unknown
,Patty,,,,10/11/1950,,1,U.S. Senator,Democrat,WA,,01/05/1993,01/03/2023,Roman Catholic,White,Bachelor's degree,Education,,,,,Did not serve,,,114,,,,,,Murray,,,,,Unknown,Democrat,Female,Unknown
,Patty,,,,10/11/1950,,1,U.S. Senator,Democrat,WA,,01/05/1993,01/03/2029,Roman Catholic,White,Bachelor's degree,Education,,,,,Did not serve,,,114,,,,,,Murray,,,,,Unknown,Democrat,Male,Unknown
,Jerrold,,,,06/13/1947,,2,U.S. Representative,Democrat,NY,10,01/20/2013,01/03/2025,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,114,,,,,,Nadler,,,,,Unknown,Democrat,Male,Unknown
,Grace,F.,,,12/04/1936,,1,U.S. Representative,Democrat,CA,32,01/20/2013,01/03/2025,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,,114,,,,,,Napolitano,,,,,Unknown,Democrat,Male,Unknown
,Richard,E.,,,02/14/1949,,2,U.S. Representative,Democrat,MA,1,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Education,Public service/politics,,,,Did not serve,,,114,,,,,,Neal,,,,,Unknown,Democrat,Female,Unknown
,Clarence,William,,Bill,09/29/1942,,2,U.S. Senator,Democrat,FL,,01/03/2001,01/03/2019,Episcopalian,White,Professional degree,Law,,,,,Army Reserve,,,114,,,,,,Nelson,,,,,Unknown,Democrat,Male,Unknown
,Randy,,,,12/24/1949,,2,U.S. Representative,Republican,TX,19,06/03/2003,01/03/2017,Not specified,Not specified,Bachelor's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Neugebauer,,,,,Unknown,Republican,Male,Unknown
,Dan,,,,07/10/1955,,2,U.S. Representative,Republican,WA,4,01/20/2015,01/03/2025,Presbyterian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,114,,,,,,Newhouse,,,,,Unknown,Republican,Male,Unknown
,Kristi,,,,11/30/1971,,1,U.S. Representative,Republican,SD,AL,01/03/2011,01/03/2019,Evangelical,White,Unknown,Agriculture,,,,,Did not serve,,,114,,,,,,Noem,,,,,Unknown,Republican,Male,Unknown
,Richard,Michael,,Rick,12/17/1943,,2,U.S. Representative,Democrat,MN,8,01/03/2013,01/03/2019,Roman Catholic,White,Bachelor's degree,Congressional Aide,Construction/building trades,Education,,,Did not serve,,,114,,,,,,Nolan,,,,,Unknown,Democrat,Male,Unknown
,Donald,,,,12/13/1958,,2,U.S. Representative,Democrat,NJ,1,11/04/2014,01/03/2025,Lutheran,White,Associate degree,Construction/building trades,,,,,Did not serve,,,114,,,,,,Norcross,,,,,Unknown,Democrat,Male,Unknown
,Richard,,,Rich,05/26/1951,,2,U.S. Representative,Republican,FL,11,01/03/2013,01/03/2017,United Methodist,White,Master's degree,Law Enforcement,,,,,IL Air National Guard service,,,114,,,,,,Nugent,,,,,Unknown,Republican,Male,Unknown
,Devin,G.,,,10/01/1973,,2,U.S. Representative,Republican,CA,22,01/20/2013,01/03/2022,Roman Catholic,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Nunes,,,,,Unknown,Republican,Female,Unknown
,Alan,,,,10/09/1958,02/06/2015,2,U.S. Representative,Republican,MS,1,01/03/2011,02/15/2015,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Nunnelee,,,,,Unknown,Republican,Male,Unknown
,Barack,,,,10/04/1961,,2,U.S. President,Democrat,,,01/20/2009,01/20/2017,United Church of Christ,African American,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Obama,,,,,Unknown,Democrat,Male,Unknown
,Pete,,,,12/09/1962,,2,U.S. Representative,Republican,TX,22,01/03/2009,01/03/2021,United Methodist,White,Professional degree,Congressional Aide,,,,,Navy,,,114,,,,,,Olson,,,,,Unknown,Republican,Male,Unknown
,Beto,,,,09/26/1972,,2,U.S. Representative,Democrat,TX,16,01/03/2013,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,114,,,,,,O'Rourke,,,,,Unknown,Democrat,Male,Unknown
,Steven,,,,02/21/1970,,2,U.S. Representative,Republican,MS,4,01/20/2011,01/03/2023,Roman Catholic,White,Master's degree,Business or banking,,,,,MS National Guard,U.S. Marine Corps Reserve,,114,,,,,,Palazzo,,,,,Unknown,Republican,Female,Unknown
,Frank,,Jr.,,10/30/1951,,2,U.S. Representative,Democrat,NJ,6,01/03/1993,01/03/2023,Roman Catholic,White,Professional degree,,,,,,,,,114,,,,,,Pallone,,,,,Unknown,Democrat,Male,Unknown
,Frank,,Jr.,,10/30/1951,,2,U.S. Representative,Democrat,NJ,6,01/03/1993,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Pallone,,,,,Unknown,Democrat,Female,Unknown
,Gary,,,,05/14/1954,,2,U.S. Representative,Republican,AL,6,01/20/2015,01/03/2025,Christian,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,114,,,,,,Palmer,,,,,Unknown,Republican,Male,Unknown
,William,J,Jr.,Bill Jr.,01/27/1937,,2,U.S. Representative,Democrat,NJ,9,01/20/2013,01/03/2025,Roman Catholic,White,Master's degree,Education,Public service/politics,,,,Reserve,,,114,,,,,,Pascrell,,,,,Unknown,Democrat,Male,Unknown
,Rand,,,,01/07/1963,,2,U.S. Senator,Republican,KY,,01/20/2011,01/03/2023,Presbyterian,White,Professional degree,Medicine,,,,,Did not serve,,,114,,,,,,Paul,,,,,Unknown,Republican,Male,Unknown
,Rand,,,,01/07/1963,,2,U.S. Senator,Republican,KY,,01/20/2011,01/03/2029,Presbyterian,White,Professional degree,Medicine,,,,,Did not serve,,,114,,,,,,Paul,,,,,Unknown,Republican,Male,Unknown
,Erik,,,,05/14/1965,,2,U.S. Representative,Republican,MN,3,01/06/2009,01/03/2019,Lutheran,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,,114,,,,,,Paulsen,,,,,Unknown,Republican,Male,Unknown
,Donald,M.,Jr.,,12/16/1958,04/24/2024,2,U.S. Representative,Democrat,NJ,10,11/06/2012,04/24/2024,Baptist,African American,High School graduate,Public service/politics,,,,,Did not serve,,,114,,,,,,Payne,,,,,Unknown,Democrat,Male,Unknown
,Steve,E.,,Steve,08/24/1947,,2,U.S. Representative,Republican,NM,2,01/03/2011,01/03/2019,Roman Catholic,White,Master's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Pearce,,,,,Unknown,Republican,Male,Unknown
,Nancy,,,,03/26/1940,,1,U.S. Representative,Democrat,CA,12,01/20/2013,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Pelosi,,,,,Unknown,Democrat,Male,Unknown
,David,,,,12/10/1949,,2,U.S. Senator,Republican,GA,,01/03/2015,01/03/2021,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Perdue,,,,,Unknown,Republican,Male,Unknown
,Ed,,,,05/01/1953,,2,U.S. Representative,Democrat,CO,7,01/20/2007,01/03/2023,Protestant,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Perlmutter,,,,,Unknown,Democrat,Male,Unknown
,Scott,,,,05/27/1962,,2,U.S. Representative,Republican,PA,4,01/03/2013,01/03/2019,Christian,White,Bachelor's degree,Business or banking,,,,,Pennsylvania National Guard,,,114,,,,,,Perry,,,,,Unknown,Republican,Male,Unknown
,Gary,,,,12/01/1958,,2,U.S. Senator,Democrat,MI,,01/03/2014,01/03/2027,Episcopalian,White,Professional degree,Education,,,,,Naval Reserve,,,114,,,,,,Peters,,,,,Unknown,Democrat,Male,Unknown
,Scott,,,,06/17/1958,,2,U.S. Representative,Democrat,CA,52,01/20/2013,01/03/2025,Lutheran,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,114,,,,,,Peters,,,,,Unknown,Democrat,Male,Unknown
,Collin,C.,,,06/29/1944,,2,U.S. Representative,Democrat,MN,7,01/03/1991,01/03/2021,Lutheran,White,Bachelor's degree,Business or banking,,,,,Army National Guard,,,114,,,,,,Peterson,,,,,Unknown,Democrat,Male,Unknown
,Chellie,,,,04/02/1955,,1,U.S. Representative,Democrat,ME,1,01/20/2009,01/03/2025,Lutheran,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Pingree,,,,,Unknown,Democrat,Male,Unknown
,Robert,,,,08/15/1948,,2,U.S. Representative,Republican,NC,9,01/03/2013,01/03/2019,Protestant,White,Bachelor's degree,Public service/politics,Real Estate,,,,Did not serve,,,114,,,,,,Pittenger,,,,,Unknown,Republican,Female,Unknown
,Joseph,R.,,,10/10/1939,,2,U.S. Representative,Republican,PA,16,01/07/1997,01/03/2017,Protestant,White,Master's degree,Business or banking,Education,,,,Air Force,,,114,,,,,,Pitts,,,,,Unknown,Republican,Male,Unknown
,Mark,,,,08/14/1964,,2,U.S. Representative,Democrat,WI,2,01/20/2013,01/03/2025,Not specified,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,114,,,,,,Pocan,,,,,Unknown,Democrat,Female,Unknown
,Ted,,,,09/10/1948,,2,U.S. Representative,Republican,TX,2,01/03/2005,01/03/2019,United Church of Christ,White,Professional degree,Education,Law Enforcement,,,,Air Force Reserve,,,114,,,,,,Poe,,,,,Unknown,Republican,Male,Unknown
,Bruce,,,,11/01/1953,,2,U.S. Representative,Republican,ME,2,01/03/2015,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,114,,,,,,Poliquin,,,,,Unknown,Republican,Female,Unknown
,Jared,,,,05/12/1975,,2,U.S. Representative,Democrat,CO,2,01/06/2009,01/03/2019,Jewish,White,Bachelor's degree,Computers/technology,,,,,Did not serve,,,114,,,,,,Polis,,,,,Unknown,Democrat,Male,Unknown
,Mike,,,,12/30/1963,,2,U.S. Representative,Republican,KS,4,01/03/2011,01/23/2017,Presbyterian,White,Professional degree,Law,,,,,U.S. Army,,,114,,,,,,Pompeo,,,,,Unknown,Republican,Male,Unknown
,Rob,,,,12/19/1955,,2,U.S. Senator,Republican,OH,,01/20/2011,01/03/2023,Methodist,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,114,,,,,,Portman,,,,,Unknown,Republican,Male,Unknown
,Bill,,,,12/18/1947,,2,U.S. Representative,Republican,FL,8,01/20/2013,01/03/2025,Methodist,White,Associate degree,Real Estate,,,,,Did not serve,,,114,,,,,,Posey,,,,,Unknown,Republican,Male,Unknown
,David,E.,,,08/17/1940,,2,U.S. Representative,Democrat,NC,4,01/03/1997,01/03/2023,Baptist,White,Doctorate degree,Education,Public service/politics,,,,Did not serve,,,114,,,,,,Price,,,,,Unknown,Democrat,Male,Unknown
,Tom,,,,10/08/1954,,2,U.S. Representative,Republican,GA,6,01/03/2005,02/10/2017,Presbyterian,White,Professional degree,Medicine,,,,,Did not serve,,,114,,,,,,Price,,,,,Unknown,Republican,Male,Unknown
,Mike,,,,10/17/1958,,2,U.S. Representative,Democrat,IL,5,04/07/2009,01/03/2025,Roman Catholic,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,114,,,,,,Quigley,,,,,Unknown,Democrat,Female,Unknown
,Charles,Bernard,,,06/11/1930,,2,U.S. Representative,Democrat,NY,13,01/03/2013,01/03/2017,Roman Catholic,African American,Bachelor's degree,Law,,,,,Army,,,114,,,,,,Rangel,,,,,Unknown,Democrat,Male,Unknown
,John,,,,10/20/1965,,2,U.S. Representative,Republican,TX,4,01/03/2015,05/22/2020,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Ratcliffe,,,,,Unknown,Republican,Female,Unknown
,John,F.,,Jack,11/12/1949,,2,U.S. Senator,Democrat,RI,,01/03/1997,01/03/2027,Roman Catholic,White,Professional degree,Education,Law,,,,Army,,,114,,,,,,Reed,,,,,Unknown,Democrat,Male,Unknown
,Tom,W.,II,,11/18/1971,,2,U.S. Representative,Republican,NY,23,01/20/2013,05/10/2022,Roman Catholic,White,Professional degree,Law,Real Estate,,,,Did not serve,,,114,,,,,,Reed,,,,,Unknown,Republican,Female,Unknown
,David,,,Dave,08/29/1950,,2,U.S. Representative,Republican,WA,8,01/03/2005,01/03/2019,Lutheran,White,Bachelor's degree,Law Enforcement,,,,,Air Force,Air Force Reserve,,114,,,,,,Reichert,,,,,Unknown,Republican,Male,Unknown
,Harry,M.,,,12/02/1939,12/28/2021,2,U.S. Senator,Democrat,NV,,01/06/1987,01/03/2017,Mormon,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,114,,,,,,Reid,,,,,Unknown,Democrat,Male,Unknown
,Jim,,,,12/03/1958,,2,U.S. Representative,Republican,OH,16,01/03/2011,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Renacci,,,,,Unknown,Republican,Male,Unknown
,Reid,,,,04/05/1956,,2,U.S. Representative,Republican,WI,8,01/03/2011,01/03/2017,Baptist,White,High School graduate,Construction/building trades,,,,,Did not serve,,,114,,,,,,Ribble,,,,,Unknown,Republican,Male,Unknown
,Kathleen,,,,02/15/1965,,1,U.S. Representative,Democrat,NY,4,01/20/2015,01/03/2023,Roman Catholic,White,Professional degree,,,,,,Did not serve,,,114,,,,,,Rice,,,,,Unknown,Democrat,Male,Unknown
,Tom,,,,08/04/1957,,2,U.S. Representative,Republican,SC,7,01/20/2013,01/03/2023,Episcopalian,White,Professional degree,Business or banking,Law,,,,Did not serve,,,114,,,,,,Rice,,,,,Unknown,Republican,Male,Unknown
,Cedric,L.,,,09/13/1973,,2,U.S. Representative,Democrat,LA,2,01/20/2011,01/15/2021,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Richmond,,,,,Unknown,Democrat,Male,Unknown
,Scott,,,,05/28/1960,,2,U.S. Representative,Republican,VA,2,01/03/2011,01/03/2017,Protestant,White,Master's degree,Business or banking,,,,,U.S. Marine Corps Reserve,,,114,,,,,,Rigell,,,,,Unknown,Republican,Male,Unknown
,Jim,,,,05/03/1943,,2,U.S. Senator,Republican,ID,,01/20/2009,01/03/2027,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Risch,,,,,Unknown,Republican,Male,Unknown
,Charles,Patrick,,Pat,04/20/1936,,2,U.S. Senator,Republican,KS,,01/07/1997,01/03/2021,Methodist,White,Bachelor's degree,Congressional Aide,Journalism,,,,Marine Corps,,,114,,,,,,Roberts,,,,,Unknown,Republican,Female,Unknown
,Martha,,,,07/26/1976,,1,U.S. Representative,Republican,AL,2,01/03/2011,01/03/2021,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Roby,,,,,Unknown,Republican,Male,Unknown
,David,P.,,Phil,07/21/1945,,2,U.S. Representative,Republican,TN,1,01/03/2009,01/03/2021,United Methodist,White,Professional degree,Medicine,,,,,Army Medical Corps,,,114,,,,,,Roe,,,,,Unknown,Republican,Female,Unknown
,Harold,Dallas,,,12/31/1937,,2,U.S. Representative,Republican,KY,5,01/03/1981,01/03/2025,Baptist,White,Professional degree,Law,,,,,National Guard,,,114,,,,,,Rogers,,,,,Unknown,Republican,Male,Unknown
,Michael,Dennis,,Mike,07/16/1958,,2,U.S. Representative,Republican,AL,3,01/20/2003,01/03/2025,Baptist,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Rogers,,,,,Unknown,Republican,Female,Unknown
,Dana,,,,06/21/1947,,2,U.S. Representative,Republican,CA,48,01/03/2013,01/03/2019,Baptist,White,Master's degree,Journalism,Public service/politics,,,,Did not serve,,,114,,,,,,Rohrabacher,,,,,Unknown,Republican,Male,Unknown
,Todd,,,,02/09/1970,,2,U.S. Representative,Republican,IN,4,01/03/2011,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Rokita,,,,,Unknown,Republican,Male,Unknown
,Thomas,J.,,,11/21/1970,,2,U.S. Representative,Republican,FL,17,01/03/2013,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Army,,,114,,,,,,Rooney,,,,,Unknown,Republican,Male,Unknown
,Peter,,,,09/13/1961,,2,U.S. Representative,Republican,IL,6,01/03/2007,01/03/2019,Anglican,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Roskam,,,,,Unknown,Republican,Male,Unknown
,Ileana,,,,07/12/1952,,1,U.S. Representative,Republican,FL,27,01/03/2013,01/03/2019,Roman Catholic,Hispanic,Professional degree,Business or banking,Education,Public service/politics,,,Did not serve,,,114,,,,,,Ros-Lehtinen,,,,,Unknown,Republican,Male,Unknown
,Dennis,,,,10/18/1959,,2,U.S. Representative,Republican,FL,15,01/03/2013,01/03/2019,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Ross,,,,,Unknown,Republican,Female,Unknown
,Keith,,,,04/25/1962,,2,U.S. Representative,Republican,PA,12,01/03/2013,01/03/2019,Roman Catholic,White,Bachelor's degree,Computers/technology,Law,,,,Did not serve,,,114,,,,,,Rothfus,,,,,Unknown,Republican,Male,Unknown
,Michael,,,Mike,10/24/1954,,2,U.S. Senator,Republican,SD,,01/20/2015,01/03/2027,Roman Catholic,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,114,,,,,,Rounds,,,,,Unknown,Republican,Female,Unknown
,David,,,,02/16/1972,,2,U.S. Representative,Republican,NC,7,01/20/2015,01/03/2025,Southern Baptist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,114,,,,,,Rouzer,,,,,Unknown,Republican,Male,Unknown
,Lucille,,,,06/12/1941,,1,U.S. Representative,Democrat,CA,40,01/20/2013,01/03/2023,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,,114,,,,,,Roybal-Allard,,,,,Unknown,Democrat,Female,Unknown
,Edward,R.,,Ed,10/12/1951,,2,U.S. Representative,Republican,CA,39,01/03/2013,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Royce,,,,,Unknown,Republican,Male,Unknown
,Marco,,,,05/28/1971,,2,U.S. Senator,Republican,FL,,01/20/2011,01/03/2023,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Rubio,,,,,Unknown,Republican,Male,Unknown
,Marco,,,,05/28/1971,,2,U.S. Senator,Republican,FL,,01/20/2011,01/03/2029,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Rubio,,,,,Unknown,Republican,Female,Unknown
,Raul,,,,08/25/1972,,2,U.S. Representative,Democrat,CA,36,01/20/2013,01/03/2025,Seventh-Day Adventist,Hispanic,Professional degree,Medicine,,,,,Did not serve,,,114,,,,,,Ruiz,,,,,Unknown,Democrat,Male,Unknown
,Charles,A.,III,Dutch,01/31/1946,,2,U.S. Representative,Democrat,MD,2,01/20/2003,01/03/2025,Christian,White,Professional degree,Law,,,,,Did not serve,,,114,,,,,,Ruppersberger,,,,,Unknown,Democrat,Male,Unknown
,Bobby,L.,,,11/23/1946,,2,U.S. Representative,Democrat,IL,1,01/03/1993,01/03/2023,Protestant,African American,Master's degree,Business or banking,Public service/politics,,,,Army,,,114,,,,,,Rush,,,,,Unknown,Democrat,Male,Unknown
,Steve,,,,05/25/1963,,2,U.S. Representative,Republican,OK,5,01/03/2015,01/03/2019,Southern Baptist,White,Bachelor's degree,Business or banking,Military,,,,Army 1985-2006,,,114,,,,,,Russell,,,,,Unknown,Republican,Female,Unknown
,Paul,D.,,,01/29/1970,,2,U.S. Representative,Republican,WI,1,01/03/1999,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Did not serve,,,114,,,,,,Ryan,,,,,Unknown,Republican,Male,Unknown
,Timothy,J.,,Tim,07/16/1973,,2,U.S. Representative,Democrat,OH,13,01/20/2013,01/03/2023,Roman Catholic,White,Professional degree,Congressional Aide,,,,,Did not serve,,,114,,,,,,Ryan,,,,,Unknown,Democrat,Male,Unknown
,Matthew,,,Matt,01/21/1958,,2,U.S. Representative,Republican,AZ,5,01/03/2013,01/03/2017,Mormon,Not specified,Master's degree,Business or banking,,,,,Did not serve,,,114,,,,,,Salmon,,,,,Unknown,Republican,Male,Unknown
