Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress
,Daniel,A.,,,04/27/1949,,2,U.S. Representative,Republican,FL,8,01/03/2011,01/02/2013,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,112,,,,Webster,,,,,,
,Anthony,D.,,,09/04/1964,,2,U.S. Representative,Democrat,NY,9,01/03/1999,06/21/2011,Jewish,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,,112,,,,Weiner,,,,,,
,Peter,,,,05/02/1947,,2,U.S. Representative,Democrat,VT,AL,01/20/2007,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,112,,,,Welch,,,,,,
,Peter,,,,05/02/1947,,2,U.S. Representative,Democrat,VT,AL,01/20/2007,01/03/2029,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,112,,,,Welch,,,,,,
,Allen,,,,02/07/1961,,2,U.S. Representative,Republican,FL,22,01/03/2011,01/02/2013,Christian,African American,Bachelor's degree,Military,,,,,U.S. Army,,,112,,,,West,,,,,,
,Lynn,A.,,,04/02/1950,,2,U.S. Representative,Republican,GA,3,01/04/2007,01/03/2017,Baptist,White,High School graduate,Construction/building trades,,,,,Did not serve,,,112,,,,Westmoreland,,,,,,
,Sheldon,,,,10/20/1955,,2,U.S. Senator,Democrat,RI,,01/20/2007,01/03/2025,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,,112,,,,Whitehouse,,,,,,
,Edward,,,,05/25/1943,,2,U.S. Representative,Republican,KY,1,01/04/1995,09/06/2016,Methodist,White,Professional degree,Business or banking,Law,,,,Army Reserve,,,112,,,,Whitfield,,,,,,
,Roger,F.,,,07/05/1951,,2,U.S. Senator,Republican,MS,,12/31/2007,01/03/2025,Southern Baptist,White,Professional degree,Congressional Aide,Law,,,,Air Force,Air Force Reserve,Air Force Reserve,112,,,,Wicker,,,,,,
,Addison,Graves,,Joe,07/31/1947,,2,U.S. Representative,Republican,SC,2,12/18/2001,01/03/2025,Presbyterian,White,Professional degree,Law,,,,,Army Reserve,SC National Guard,,112,,,,Wilson,,,,,,
,Frederica,S.,,,11/05/1942,,1,U.S. Representative,Democrat,FL,17,01/03/2011,01/02/2013,Episcopalian,African American,Master's degree,Education,,,,,Did not serve,,,112,,,,Wilson,,,,,,
,Robert,J.,,Rob,02/03/1959,,2,U.S. Representative,Republican,VA,1,12/11/2007,01/03/2025,Episcopalian,White,Doctorate degree,Public service/politics,,,,,Did not serve,,,112,,,,Wittman,,,,,,
,Frank,Rudolph,,,01/30/1939,,2,U.S. Representative,Republican,VA,10,01/05/1981,01/03/2015,Presbyterian,White,Professional degree,Law,,,,,Army,Army Reserve,,112,,,,Wolf,,,,,,
,Steve,,,,02/18/1957,,2,U.S. Representative,Republican,AR,3,01/20/2011,01/03/2025,Baptist,White,Bachelor's degree,Public service/politics,,,,,AR Army National Guard,,,112,,,,Womack,,,,,,
,Rob,,,,02/11/1970,,2,U.S. Representative,Republican,GA,7,01/03/2011,01/03/2021,Methodist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,112,,,,Woodall,,,,,,
,Lynn,C.,,,11/03/1937,,1,U.S. Representative,Democrat,CA,6,01/05/1993,01/03/2013,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,112,,,,Woolsey,,,,,,
,David,,,,04/08/1955,,2,U.S. Representative,Democrat,OR,1,01/03/1999,08/03/2011,Presbyterian,Asian American,Professional degree,Law,,,,,Did not serve,,,112,,,,Wu,,,,,,
,Ronald,Lee,,,05/03/1949,,2,U.S. Senator,Democrat,OR,,02/05/1996,01/03/2023,Jewish,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,112,,,,Wyden,,,,,,
,Ronald,Lee,,,05/03/1949,,2,U.S. Senator,Democrat,OR,,02/05/1996,01/03/2029,Jewish,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,112,,,,Wyden,,,,,,
,John,,,,11/04/1947,,2,U.S. Representative,Democrat,KY,3,01/20/2007,01/03/2023,Jewish,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,112,,,,Yarmuth,,,,,,
,Kevin,,,,01/08/1976,,2,U.S. Representative,Republican,KS,3,01/03/2011,01/03/2019,Christian,White,Professional degree,Law,,,,,Did not serve,,,112,,,,Yoder,,,,,,
,Charles,William,,Bill,12/16/1930,10/18/2013,2,U.S. Representative,Republican,FL,10,01/05/1993,01/03/2013,Methodist,Not specified,High School graduate,Business or banking,Public service/politics,,,,Did not serve,,,112,,,,Young,,,,,,
,Donald,Edwin,,Don,06/09/1933,03/18/2022,2,U.S. Representative,Republican,AK,AL,03/06/1973,03/18/2022,Episcopalian,White,Bachelor's degree,Education,Misc.,,,,Did not serve,,,112,,,,Young,,,,,,
,Todd,,,,08/24/1972,,2,U.S. Representative,Republican,IN,9,01/03/2011,01/03/2017,Christian,White,Professional degree,Law,,,,,U.S. Marine Corps,,,112,,,,Young,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,"Export list of members by biographical characteristics. Washington: CQ Press. Dynamically generated April 3, 2025, from CQ Press Electronic Library, CQ Press Congress Collection: https://library.cqpress.com/congress/export.php?which=memberbioadv&congress=231&yearlimit=0",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,
,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3,113,,,,,Last,,,,,
,Ralph,,,,09/16/1954,,2,U.S. Representative,Republican,LA,5,01/03/2015,01/03/2021,Baptist,White,Doctorate degree,Medicine,,,,,Army,,,113,,,,,Abraham,,,,,
,Alma,,,,05/27/1946,,1,U.S. Representative,Democrat,NC,12,11/04/2014,01/03/2025,Baptist,African American,Doctorate degree,Education,,,,,Did not serve,,,113,,,,,Adams,,,,,
,Robert,B.,,,07/22/1965,,2,U.S. Representative,Republican,AL,4,01/03/1997,01/03/2025,Protestant,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,113,,,,,Aderholt,,,,,
,Pete,,,,06/19/1979,,2,U.S. Representative,Democrat,CA,31,01/20/2015,01/03/2025,Roman Catholic,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,,113,,,,,Aguilar,,,,,
,Lamar,,,,07/03/1940,,2,U.S. Senator,Republican,TN,,01/03/2003,01/03/2021,Presbyterian,White,Professional degree,Public service/politics,,,,,Did not serve,,,113,,,,,Alexander,,,,,
,Rodney,,,,12/05/1946,,2,U.S. Representative,Republican,LA,5,08/08/2004,09/27/2013,Baptist,White,High School graduate,Business or banking,Construction/building trades,,,,U.S. Air Force Reserve,,,113,,,,,Alexander,,,,,
,Rick,W.,,,11/11/1951,,2,U.S. Representative,Republican,GA,12,01/20/2015,01/03/2025,Methodist,White,Bachelor's degree,,,,,,,,,113,,,,,Allen,,,,,
,Justin,,,,04/18/1980,,2,U.S. Representative,Republican,MI,3,01/03/2011,07/03/2019,Eastern Orthodox,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Amash,,,,,
,Mark,,,,06/12/1958,,2,U.S. Representative,Republican,NV,2,09/13/2011,01/03/2023,Christian,White,Professional degree,Law,,,,,"U.S. Army, Judge Advocate General's Corps officer",,,113,,,,,Amodei,,,,,
,Mark,,,,06/12/1958,,2,U.S. Representative,Republican,NV,2,09/13/2011,01/03/2025,Christian,White,Professional degree,Law,,,,,"U.S. Army, Judge Advocate General's Corps officer",,,113,,,,,Amodei,,,,,
,Robert,E.,,,08/04/1957,,2,U.S. Representative,Democrat,NJ,1,01/03/1991,02/18/2014,Episcopalian,White,Professional degree,Education,Law,,,,Did not serve,,,113,,,,,Andrews,,,,,
,Brad,,,,11/10/1949,,2,U.S. Representative,Democrat,NE,2,01/03/2015,01/03/2017,Lutheran,White,Professional degree,,,,,,Did not serve,,,113,,,,,Ashford,,,,,
,Kelly,,,,06/27/1968,,1,U.S. Senator,Republican,NH,,01/03/2011,01/03/2017,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Ayotte,,,,,
,Brian,,,,03/23/1948,,2,U.S. Representative,Republican,TX,36,01/20/2015,01/03/2025,Southern Baptist,White,Doctorate degree,Medicine,,,,,Air Force,Army Reserve,Texas National Guard,113,,,,,Babin,,,,,
,Michele,,,,04/06/1956,,1,U.S. Representative,Republican,MN,6,01/03/2007,01/03/2015,Evangelical Lutheran,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Bachmann,,,,,
,Spencer,,,,12/28/1947,,2,U.S. Representative,Republican,AL,6,01/05/1993,01/03/2015,Baptist,White,Professional degree,Business or banking,Law,,,,National Guard,,,113,,,,,Bachus,,,,,
,Tammy,,,,02/11/1962,,1,U.S. Senator,Democrat,WI,,01/20/2013,01/03/2025,Not specified,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Baldwin,,,,,
,Ron,,,,08/25/1945,,2,U.S. Representative,Democrat,AZ,2,01/03/2013,01/02/2015,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,113,,,,,Barber,,,,,
,Lou,,,,01/28/1956,,2,U.S. Representative,Republican,PA,11,01/03/2011,01/03/2019,Roman Catholic,White,Unknown,Construction/building trades,,,,,Did not serve,,,113,,,,,Barletta,,,,,
,Garland,,IV,Andy,07/24/1973,,2,U.S. Representative,Republican,KY,6,01/20/2013,01/03/2025,Episcopalian,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,113,,,,,Barr,,,,,
,John,A.,,,07/21/1952,,2,U.S. Senator,Republican,WY,,06/25/2007,01/03/2025,Presbyterian,White,Professional degree,Medicine,,,,,Did not serve,,,113,,,,,Barrasso,,,,,
,John,,,,10/31/1955,,2,U.S. Representative,Democrat,GA,12,01/03/2005,01/03/2015,Baptist,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Barrow,,,,,
,Joe,Linus,,,09/15/1949,,2,U.S. Representative,Republican,TX,6,01/03/1985,01/03/2019,Methodist,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,,113,,,,,Barton,,,,,
,Karen,,,,10/03/1953,,1,U.S. Representative,Democrat,CA,37,01/20/2013,12/09/2022,Baptist,African American,Bachelor's degree,Medicine,,,,,Did not serve,,,113,,,,,Bass,,,,,
,Max,Sieben,,,12/11/1941,,2,U.S. Senator,Democrat,MT,,01/15/1979,02/06/2014,United Church of Christ,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Baucus,,,,,
,Joyce,,,,03/12/1950,,1,U.S. Representative,Democrat,OH,3,01/20/2013,01/03/2025,Baptist,African American,Master's degree,Business or banking,Education,,,,Did not serve,,,113,,,,,Beatty,,,,,
,Xavier,,,,01/26/1958,,2,U.S. Representative,Democrat,CA,34,01/03/2013,01/24/2017,Roman Catholic,Hispanic,Bachelor's degree,Law,,,,,Did not serve,,,113,,,,,Becerra,,,,,
,Mark,,,,03/30/1962,,2,U.S. Senator,Democrat,AK,,01/06/2009,01/03/2015,Roman Catholic,White,Unknown,Construction/building trades,,,,,Did not serve,,,113,,,,,Begich,,,,,
,Dan,,,,04/20/1952,,2,U.S. Representative,Republican,MI,1,01/03/2011,01/03/2017,Roman Catholic,White,Professional degree,Medicine,,,,,Did not serve,,,113,,,,,Benishek,,,,,
,Michael,F.,,,11/28/1964,,2,U.S. Senator,Democrat,CO,,01/21/2009,01/03/2025,Not specified,White,Professional degree,Education,,,,,Did not serve,,,113,,,,,Bennet,,,,,
,Kerry,,,,10/06/1951,,2,U.S. Representative,Republican,MI,11,01/03/2013,01/02/2015,Roman Catholic,White,Master's degree,Agriculture,Construction/building trades,Education,,,Army,Michigan National Guard,Michigan National Guard,113,,,,,Bentivolio,,,,,
,Ami,,,,03/02/1965,,2,U.S. Representative,Democrat,CA,7,01/20/2013,01/03/2025,Unitarian,Asian American,Professional degree,Education,Medicine,,,,Did not serve,,,113,,,,,Bera,,,,,
,Don,,,,06/20/1950,,2,U.S. Representative,Democrat,VA,8,01/20/2015,01/03/2025,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,113,,,,,Beyer,,,,,
,Joseph,Robinette,Jr.,Joe,11/20/1942,,2,U.S. Vice President,Democrat,,,01/20/2009,01/19/2017,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Biden,,,,,
,Gus,M.,,,02/08/1963,,2,U.S. Representative,Republican,FL,12,01/20/2013,01/03/2023,Greek Orthodox,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Bilirakis,,,,,
,Gus,M.,,,02/08/1963,,2,U.S. Representative,Republican,FL,12,01/20/2013,01/03/2025,Greek Orthodox,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Bilirakis,,,,,
,Mike,,,,03/18/1967,,2,U.S. Representative,Republican,MI,8,01/03/2015,01/03/2019,Congregationalist,White,Professional degree,Law,Real Estate,,,,Did not serve,,,113,,,,,Bishop,,,,,
,Robert,,,Rob,07/13/1951,,2,U.S. Representative,Republican,UT,1,01/03/2003,01/03/2021,Mormon,White,Bachelor's degree,Education,,,,,Did not serve,,,113,,,,,Bishop,,,,,
,Sanford,D.,Jr.,,02/04/1947,,2,U.S. Representative,Democrat,GA,2,01/03/1993,01/03/2023,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,113,,,,,Bishop,,,,,
,Sanford,D.,Jr.,,02/04/1947,,2,U.S. Representative,Democrat,GA,2,01/03/1993,01/03/2025,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,113,,,,,Bishop,,,,,
,Timothy,H.,,,06/01/1950,,2,U.S. Representative,Democrat,NY,1,01/03/2003,01/03/2015,Roman Catholic,White,Master's degree,Education,,,,,Did not serve,,,113,,,,,Bishop,,,,,
,Diane,,,,01/16/1951,,1,U.S. Representative,Republican,TN,6,01/03/2011,01/03/2019,Christian,White,Associate degree,Medicine,,,,,Did not serve,,,113,,,,,Black,,,,,
,Marsha,,,,06/06/1952,,1,U.S. Representative,Republican,TN,7,01/03/2003,01/03/2019,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,113,,,,,Blackburn,,,,,
,Rod,,,,04/26/1955,,2,U.S. Representative,Republican,IA,1,01/03/2015,01/03/2019,Episcopalian,White,Master's degree,Computers/technology,,,,,Did not serve,,,113,,,,,Blum,,,,,
,Earl,,,,08/16/1948,,2,U.S. Representative,Democrat,OR,3,05/21/1996,01/03/2023,Non-denominational Prostestant,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,113,,,,,Blumenauer,,,,,
,Earl,,,,08/16/1948,,2,U.S. Representative,Democrat,OR,3,05/21/1996,01/03/2025,Non-denominational Prostestant,White,Professional degree,Law,Public service/politics,,,,Did not serve,,,113,,,,,Blumenauer,,,,,
,Richard,,,,02/13/1946,,2,U.S. Senator,Democrat,CT,,01/20/2011,01/03/2029,Jewish,White,Professional degree,Law,,,,,U.S. Marine Corps Reserve,,,113,,,,,Blumenthal,,,,,
,Roy,,,,01/10/1950,,2,U.S. Senator,Republican,MO,,01/20/2011,01/03/2023,Baptist,White,Master's degree,Education,,,,,Did not serve,,,113,,,,,Blunt,,,,,
,John,A.,,,11/17/1949,,2,U.S. Representative,Republican,OH,8,01/03/1991,10/31/2015,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Navy,,,113,,,,,Boehner,,,,,
,Suzanne,,,,10/14/1954,,1,U.S. Representative,Democrat,OR,1,02/07/2012,01/03/2023,Not specified,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Bonamici,,,,,
,Suzanne,,,,10/14/1954,,1,U.S. Representative,Democrat,OR,1,02/07/2012,01/03/2025,Not specified,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Bonamici,,,,,
,Josiah,Robbins,Jr.,Jo,11/19/1959,,2,U.S. Representative,Republican,AL,1,01/03/2003,08/02/2013,Episcopalian,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,,113,,,,,Bonner,,,,,
,Cory,Anthony,,,04/27/1969,,2,U.S. Senator,Democrat,NJ,,10/31/2013,01/03/2027,African Methodist Episcopalian,African American,Professional degree,Law,,,,,,,,113,,,,,Booker,,,,,
,John,N.,,,12/10/1950,,2,U.S. Senator,Republican,AR,,01/20/2011,01/03/2025,Baptist,White,Professional degree,Medicine,,,,,Did not serve,,,113,,,,,Boozman,,,,,
,Mike,,,,12/30/1960,,2,U.S. Representative,Republican,IL,12,01/20/2015,01/03/2025,Southern Baptist,White,High School graduate,Business or banking,Public service/politics,,,,Marine Corps,,,113,,,,,Bost,,,,,
,Charles,W.,Jr.,,02/21/1956,,2,U.S. Representative,Republican,LA,3,01/03/2013,01/03/2017,Episcopalian,White,Professional degree,Journalism,,,,,Did not serve,,,113,,,,,Boustany,,,,,
,Barbara,,,,11/11/1940,,1,U.S. Senator,Democrat,CA,,01/05/1993,01/03/2017,Jewish,White,Bachelor's degree,Business or banking,Congressional Aide,Journalism,,,Did not serve,,,113,,,,,Boxer,,,,,
,Brendan,F.,,,02/06/1977,,2,U.S. Representative,Democrat,PA,13,01/03/2015,01/03/2019,Roman Catholic,White,Master's degree,Computers/technology,,,,,Did not serve,,,113,,,,,Boyle,,,,,
,Kevin,,,,04/07/1955,,2,U.S. Representative,Republican,TX,8,01/20/1997,01/03/2023,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,113,,,,,Brady,,,,,
,Robert,,,,04/07/1945,,2,U.S. Representative,Democrat,PA,1,05/19/1998,01/03/2019,Roman Catholic,White,High School graduate,Construction/building trades,Labor leader,Public service/politics,,,Did not serve,,,113,,,,,Brady,,,,,
,Bruce,,,,10/30/1957,,2,U.S. Representative,Democrat,IA,1,01/03/2007,01/03/2015,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Braley,,,,,
,Dave,,,,07/27/1964,,2,U.S. Representative,Republican,VA,7,11/04/2014,01/03/2019,Presbyterian,White,Doctorate degree,Education,,,,,Did not serve,,,113,,,,,Brat,,,,,
,Jim,,,,06/15/1975,,2,U.S. Representative,Republican,OK,1,01/03/2013,04/23/2018,Baptist,White,Bachelor's degree,Business or banking,,,,,Navy,Navy Reserve,,113,,,,,Bridenstine,,,,,
,Mo,,,,04/29/1954,,2,U.S. Representative,Republican,AL,5,01/20/2011,01/03/2023,Christian,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Brooks,,,,,
,Susan,W.,,,08/25/1960,,1,U.S. Representative,Republican,IN,5,01/03/2013,01/03/2021,Roman Catholic,White,Professional degree,Education,Law,,,,Did not serve,,,113,,,,,Brooks,,,,,
,Paul,,,,05/14/1946,,2,U.S. Representative,Republican,GA,10,07/25/2007,01/03/2015,Baptist,White,Professional degree,Medicine,,,,,Ga. Air National Guard,Marine Corps Reserve,Naval Reserve,113,,,,,Broun,,,,,
,Corrine,,,,11/11/1946,,1,U.S. Representative,Democrat,FL,5,01/03/2013,01/03/2017,Baptist,African American,Professional degree,Business or banking,Education,,,,Did not serve,,,113,,,,,Brown,,,,,
,Sherrod,,,,11/09/1952,,2,U.S. Senator,Democrat,OH,,01/20/2007,01/03/2025,Presbyterian,White,Master's degree,Education,,,,,Did not serve,,,113,,,,,Brown,,,,,
,Julia,,,,08/28/1952,,1,U.S. Representative,Democrat,CA,26,01/20/2013,01/03/2025,Episcopalian,White,Master's degree,Business or banking,,,,,Did not serve,,,113,,,,,Brownley,,,,,
,Vernon,G.,,Vern,05/08/1951,,2,U.S. Representative,Republican,FL,16,01/20/2013,01/03/2023,Baptist,White,Master's degree,Business or banking,,,,,Mich. Air National Guard,,,113,,,,,Buchanan,,,,,
,Vernon,G.,,Vern,05/08/1951,,2,U.S. Representative,Republican,FL,16,01/20/2013,01/03/2025,Baptist,White,Master's degree,Business or banking,,,,,Mich. Air National Guard,,,113,,,,,Buchanan,,,,,
,Ken,,,,02/16/1959,,2,U.S. Representative,Republican,CO,4,01/20/2015,01/03/2025,Christian,White,Professional degree,Business or banking,Law,Public service/politics,,,Did not serve,,,113,,,,,Buck,,,,,
,Larry,,,,05/31/1962,,2,U.S. Representative,Republican,IN,8,01/20/2011,01/03/2023,Lutheran,White,Professional degree,Medicine,,,,,U.S. Navy Reserve,,,113,,,,,Bucshon,,,,,
,Larry,,,,05/31/1962,,2,U.S. Representative,Republican,IN,8,01/20/2011,01/03/2025,Lutheran,White,Professional degree,Medicine,,,,,U.S. Navy Reserve,,,113,,,,,Bucshon,,,,,
,Michael,,,,12/23/1950,,2,U.S. Representative,Republican,TX,26,01/20/2003,01/03/2023,Episcopalian,White,Master's degree,Medicine,,,,,Did not serve,,,113,,,,,Burgess,,,,,
,Michael,,,,12/23/1950,,2,U.S. Representative,Republican,TX,26,01/20/2003,01/03/2025,Episcopalian,White,Master's degree,Medicine,,,,,Did not serve,,,113,,,,,Burgess,,,,,
,Richard,M.,,,11/30/1955,,2,U.S. Senator,Republican,NC,,01/20/2005,01/03/2025,Methodist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,113,,,,,Burr,,,,,
,Cheri,,,,10/17/1961,,1,U.S. Representative,Democrat,IL,17,01/20/2013,01/03/2023,Roman Catholic,White,Master's degree,Business or banking,Journalism,,,,Did not serve,,,113,,,,,Bustos,,,,,
,George,Kenneth,Jr.,,04/27/1947,,2,U.S. Representative,Democrat,NC,1,07/20/2004,12/30/2022,Baptist,African American,Professional degree,Law,,,,,Army,,,113,,,,,Butterfield,,,,,
,Bradley,,,,02/16/1955,,2,U.S. Representative,Republican,AL,1,01/08/2014,01/03/2021,Episcopalian,White,Professional degree,Law,,,,,,,,113,,,,,Byrne,,,,,
,Ken,,,,06/08/1953,,2,U.S. Representative,Republican,CA,42,01/20/2013,01/03/2023,Protestant,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,113,,,,,Calvert,,,,,
,Ken,,,,06/08/1953,,2,U.S. Representative,Republican,CA,42,01/20/2013,01/03/2025,Protestant,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,,113,,,,,Calvert,,,,,
,Dave,L.,,,07/09/1953,,2,U.S. Representative,Republican,MI,4,01/05/1993,01/03/2015,Roman Catholic,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,113,,,,,Camp,,,,,
,John,,,,07/19/1955,,2,U.S. Representative,Republican,CA,45,01/03/2013,01/02/2015,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,,113,,,,,Campbell,,,,,
,Eric,I.,,,06/06/1963,,2,U.S. Representative,Republican,VA,7,01/03/2001,08/18/2014,Jewish,White,Professional degree,Real Estate,,,,,Did not serve,,,113,,,,,Cantor,,,,,
,Maria,E.,,,10/13/1958,,1,U.S. Senator,Democrat,WA,,01/03/2001,01/03/2025,Roman Catholic,White,Bachelor's degree,Misc.,,,,,Did not serve,,,113,,,,,Cantwell,,,,,
,Shelley,Moore,,,11/26/1953,,1,U.S. Representative,Republican,WV,2,01/03/2001,01/03/2015,Presbyterian,White,Master's degree,Education,,,,,Did not serve,,,113,,,,,Capito,,,,,
,Shelley,Moore,,,11/26/1953,,1,U.S. Senator,Republican,WV,,01/20/2015,01/03/2027,Presbyterian,White,Master's degree,Education,,,,,Did not serve,,,113,,,,,Capito,,,,,
,Lois,,,,01/10/1938,,1,U.S. Representative,Democrat,CA,24,01/03/2013,01/03/2017,Lutheran,White,Master's degree,Education,Medicine,,,,Did not serve,,,113,,,,,Capps,,,,,
,Michael,Everett,,,01/09/1952,,2,U.S. Representative,Democrat,MA,7,01/03/2013,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,113,,,,,Capuano,,,,,
